Type,Date,Time,Latitude,Longitude,Datetime,hour,is_night,crime_weight,time_weight,risk_score
Murder,17/01/2018,22:00,12.870129,77.556345,2018-01-17 22:00:00,22,1,5.0,1.5,7.5
Murder,14/07/2018,21:00,12.878193,77.535515,2018-07-14 21:00:00,21,1,5.0,1.5,7.5
Murder,19/09/2018,18:00,12.848726,77.572816,2018-09-19 18:00:00,18,0,5.0,1.0,5.0
Murder,16/10/2018,19:00,12.872393,77.557753,2018-10-16 19:00:00,19,1,5.0,1.5,7.5
Murder,27/10/2018,10:10,12.871255,77.56033,2018-10-27 10:10:00,10,0,5.0,1.0,5.0
Murder,3/11/2018,20:00,12.879671,77.54543,2018-11-03 20:00:00,20,1,5.0,1.5,7.5
Murder,19/08/2019,14:00,12.859739,77.562719,2019-08-19 14:00:00,14,0,5.0,1.0,5.0
Murder,14/10/2019,1:00,12.862041,77.563487,2019-10-14 01:00:00,1,1,5.0,1.5,7.5
Murder,17/11/2019,20:30,12.893051,77.543007,2019-11-17 20:30:00,20,1,5.0,1.5,7.5
Murder,4/3/2017,1:30,12.882152,77.565325,2017-03-04 01:30:00,1,1,5.0,1.5,7.5
Murder,29/07/2017,8:45,12.84488,77.583729,2017-07-29 08:45:00,8,0,5.0,1.0,5.0
Murder,1/11/2017,15:00,12.890277,77.57144,2017-11-01 15:00:00,15,0,5.0,1.0,5.0
Murder,18/11/2017,0:00,12.885583,77.57054,2017-11-18 00:00:00,0,1,5.0,1.5,7.5
Murder,7/9/2018,4:30,12.889932,77.57465,2018-09-07 04:30:00,4,1,5.0,1.5,7.5
Murder,1/10/2018,0:00,12.861345,77.579767,2018-10-01 00:00:00,0,1,5.0,1.5,7.5
Murder,21/11/2018,23:50,12.845887,77.583885,2018-11-21 23:50:00,23,1,5.0,1.5,7.5
Murder,13/06/2019,16:10,12.873733,77.579546,2019-06-13 16:10:00,16,0,5.0,1.0,5.0
Murder,2/1/2015,21:00,12.8966729945995,77.5607513795297,2015-01-02 21:00:00,21,1,5.0,1.5,7.5
Murder,30/04/2015,6:00,12.9050964485764,77.571337000055,2015-04-30 06:00:00,6,0,5.0,1.0,5.0
Murder,11/6/2015,5:00,12.9076945341477,77.5719852228203,2015-06-11 05:00:00,5,1,5.0,1.5,7.5
Murder,11/1/2016,11:00,12.9008927627643,77.5698813716385,2016-01-11 11:00:00,11,0,5.0,1.0,5.0
Murder,7/5/2016,13:45,12.9023385605328,77.5653252772123,2016-05-07 13:45:00,13,0,5.0,1.0,5.0
Murder,31/07/2016,21:30,12.9144905944493,77.5721064816148,2016-07-31 21:30:00,21,1,5.0,1.5,7.5
Murder,26/04/2017,15:00,12.9105468600267,77.5607455338601,2017-04-26 15:00:00,15,0,5.0,1.0,5.0
Murder,27/08/2017,15:00,12.8993985560933,77.572584947246,2017-08-27 15:00:00,15,0,5.0,1.0,5.0
Murder,5/2/2018,18:30,12.902333328087,77.56892819667,2018-02-05 18:30:00,18,0,5.0,1.0,5.0
Murder,30/04/2018,16:30,12.9143691111693,77.5733106370572,2018-04-30 16:30:00,16,0,5.0,1.0,5.0
Murder,25/08/2018,1:30,12.9155359324014,77.5616258170776,2018-08-25 01:30:00,1,1,5.0,1.5,7.5
Murder,24/03/2019,5:30,12.9142072407114,77.5618648043771,2019-03-24 05:30:00,5,1,5.0,1.5,7.5
Murder,8/6/2019,00:30,12.9061712471247,77.5698458437946,2019-06-08 00:30:00,0,1,5.0,1.5,7.5
Murder,12/11/2019,7:30,12.8964515698276,77.5602433120194,2019-11-12 07:30:00,7,0,5.0,1.0,5.0
Murder,8/1/2017,8:30,12.939585,77.544317,2017-01-08 08:30:00,8,0,5.0,1.0,5.0
Murder,21/04/2017,9:10,12.937792,77.537268,2017-04-21 09:10:00,9,0,5.0,1.0,5.0
Murder,8/4/2018,3:00,12.946026,77.544111,2018-04-08 03:00:00,3,1,5.0,1.5,7.5
Murder,9/7/2018,15:00,12.940271,77.542692,2018-07-09 15:00:00,15,0,5.0,1.0,5.0
Murder,15/04/2016,4:00,12.94865677,77.56227641,2016-04-15 04:00:00,4,1,5.0,1.5,7.5
Murder,7/7/2017,22:00,12.94953,77.56316,2017-07-07 22:00:00,22,1,5.0,1.5,7.5
Murder,14/07/2017,17:00,12.94953,77.56316,2017-07-14 17:00:00,17,0,5.0,1.0,5.0
Murder,5/5/2016,17:45,12.9560843652345,77.5756127337875,2016-05-05 17:45:00,17,0,5.0,1.0,5.0
Murder,4/12/2019,23:00,12.94885,77.55255,2019-12-04 23:00:00,23,1,5.0,1.5,7.5
Attempted Murder,10/2/2016,7:00,12.971599,77.594563,2016-02-10 07:00:00,7,0,1.0,1.0,1.0
Attempted Murder,9/11/2016,13:30,12.80642,77.52537,2016-11-09 13:30:00,13,0,1.0,1.0,1.0
Attempted Murder,21/01/2017,23:50,12.921755,77.588346,2017-01-21 23:50:00,23,1,1.0,1.5,1.5
Attempted Murder,12/6/2017,7:35,12.922076,77.5589539,2017-06-12 07:35:00,7,0,1.0,1.0,1.0
Attempted Murder,22/05/2018,18:00,12.835635,77.653354,2018-05-22 18:00:00,18,0,1.0,1.0,1.0
Attempted Murder,13/08/2018,16:45,12.925635,77.583354,2018-08-13 16:45:00,16,0,1.0,1.0,1.0
Attempted Murder,30/11/2018,20:00,12.28784,76.63313,2018-11-30 20:00:00,20,1,1.0,1.5,1.5
Attempted Murder,2/12/2018,16:25,12.79642,77.50537,2018-12-02 16:25:00,16,0,1.0,1.0,1.0
Attempted Murder,28/04/2019,19:30,12.93443,77.592697,2019-04-28 19:30:00,19,1,1.0,1.5,1.5
Attempted Murder,3/1/2015,1:15,"12°55'3.64""N","77°33'49.98""E",2015-01-03 01:15:00,1,1,1.0,1.5,1.5
Attempted Murder,28/02/2015,20:00,"12°55'3.12""N","77°34'24.16""E",2015-02-28 20:00:00,20,1,1.0,1.5,1.5
Attempted Murder,1/3/2015,14:30,"12°55'10.75""N","77°34'26.57""E",2015-03-01 14:30:00,14,0,1.0,1.0,1.0
Attempted Murder,7/4/2015,17:45,"12°55'45.40""N","77°34'25.14""E",2015-04-07 17:45:00,17,0,1.0,1.0,1.0
Attempted Murder,17/04/2015,21:00,"12°56'9.55""N","77°34'28.85""E",2015-04-17 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,19/05/2015,13:30,"12°55'41.94""N","77°33'51.82""E",2015-05-19 13:30:00,13,0,1.0,1.0,1.0
Attempted Murder,9/10/2015,13:00,"12°55'40.70""N","77°34'11.52""E",2015-10-09 13:00:00,13,0,1.0,1.0,1.0
Attempted Murder,4/11/2015,22:30,"12°55'10.79""N","77°34'25.18""E",2015-11-04 22:30:00,22,1,1.0,1.5,1.5
Attempted Murder,25/12/2015,18:10,"12°55'26.11""N","77°34'16.67""E",2015-12-25 18:10:00,18,0,1.0,1.0,1.0
Attempted Murder,31/12/2015,15:00,"12°55'26.11""N","77°34'16.67""E",2015-12-31 15:00:00,15,0,1.0,1.0,1.0
Attempted Murder,1/6/2016,15:30,"12°54'56.05""N","77°33'24.38""E",2016-06-01 15:30:00,15,0,1.0,1.0,1.0
Attempted Murder,24/06/2016,21:00,"12°55'11.17""N",77°34'14.98,2016-06-24 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,16/07/2016,21:00,"12°55'18.20""N",77°34'24.78,2016-07-16 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,16/07/2016,21:30,"12°55'18.20""N",77°34'24.78,2016-07-16 21:30:00,21,1,1.0,1.5,1.5
Attempted Murder,31/07/2016,23:30,"12°55'10.75""N","77°34'26.57""E",2016-07-31 23:30:00,23,1,1.0,1.5,1.5
Attempted Murder,31/08/2016,21:00,"12°55'1.60""N","77°33'45.66""E",2016-08-31 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,30/09/2016,0:30,"77°34'19.68""E","77°34'25.60""E",2016-09-30 00:30:00,0,1,1.0,1.5,1.5
Attempted Murder,12/11/2016,10:30,"12°54'56.05""N",77°33'24.38,2016-11-12 10:30:00,10,0,1.0,1.0,1.0
Attempted Murder,16/12/2016,11:45,"12°55'36.30""N",77°33'48.98,2016-12-16 11:45:00,11,0,1.0,1.0,1.0
Attempted Murder,22/12/2016,22:15,"12°55'10.22""N","77°33'47.85""E",2016-12-22 22:15:00,22,1,1.0,1.5,1.5
Attempted Murder,3/5/2017,17:00,12.87974,77.50031,2017-05-03 17:00:00,17,0,1.0,1.0,1.0
Attempted Murder,27/06/2017,9:30,"12°55'3.12""N","77°34'24.16""E",2017-06-27 09:30:00,9,0,1.0,1.0,1.0
Attempted Murder,27/06/2017,10:00,"12°55'5.33""N","77°34'19.83""E",2017-06-27 10:00:00,10,0,1.0,1.0,1.0
Attempted Murder,1/10/2017,6:00,12.92957,77.57276,2017-10-01 06:00:00,6,0,1.0,1.0,1.0
Attempted Murder,8/11/2017,23:45,12.91851,77.58122,2017-11-08 23:45:00,23,1,1.0,1.5,1.5
Attempted Murder,9/11/2017,5:00,12.87974,77.50031,2017-11-09 05:00:00,5,1,1.0,1.5,1.5
Attempted Murder,9/11/2017,8:00,"12°55'38.80""N","77°34'36.95""E",2017-11-09 08:00:00,8,0,1.0,1.0,1.0
Attempted Murder,16/11/2017,10:45,"12°55'5.33""N","77°34'19.83""E",2017-11-16 10:45:00,10,0,1.0,1.0,1.0
Attempted Murder,15/01/2018,18:15,12.89066,77.575524,2018-01-15 18:15:00,18,0,1.0,1.0,1.0
Attempted Murder,8/4/2018,10:50,"12°55'3.12""N","77°34'24.16""E",2018-04-08 10:50:00,10,0,1.0,1.0,1.0
Attempted Murder,12/4/2018,15:30,"12°55'3.12""N","77°34'24.16""E",2018-04-12 15:30:00,15,0,1.0,1.0,1.0
Attempted Murder,7/9/2018,9:30,"12°55'4.22""N","77°33'51.21""E",2018-09-07 09:30:00,9,0,1.0,1.0,1.0
Attempted Murder,4/12/2018,9:45,"12°55'3.12""N","77°34'24.16""E",2018-12-04 09:45:00,9,0,1.0,1.0,1.0
Attempted Murder,11/3/2019,13:15,13.01965,77.60673,2019-03-11 13:15:00,13,0,1.0,1.0,1.0
Attempted Murder,13/06/2019,9:30,"12°55'4.22""N","77°33'51.21""E",2019-06-13 09:30:00,9,0,1.0,1.0,1.0
Attempted Murder,12/4/2018,15:45,"12°55'10.75""N","77°34'26.57""E",2018-04-12 15:45:00,15,0,1.0,1.0,1.0
Attempted Murder,29/10/2019,20:40,"12°55'10.75""N","77°34'26.57""E",2019-10-29 20:40:00,20,1,1.0,1.5,1.5
Attempted Murder,22/03/2015,14:30,12.944814,77.587996,2015-03-22 14:30:00,14,0,1.0,1.0,1.0
Attempted Murder,11/4/2015,14:00,12.942789,77.596405,2015-04-11 14:00:00,14,0,1.0,1.0,1.0
Attempted Murder,22/07/2015,18:30,12.946042,77.593699,2015-07-22 18:30:00,18,0,1.0,1.0,1.0
Attempted Murder,6/8/2015,21:00,12.93481,77.591525,2015-08-06 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,11/8/2015,0:15,12.945283,77.58671,2015-08-11 00:15:00,0,1,1.0,1.5,1.5
Attempted Murder,16/08/2015,20:30,12.942789,77.596405,2015-08-16 20:30:00,20,1,1.0,1.5,1.5
Attempted Murder,3/9/2015,20:00,12.934073,77.592244,2015-09-03 20:00:00,20,1,1.0,1.5,1.5
Attempted Murder,6/9/2015,20:00,12.944485,77.591988,2015-09-06 20:00:00,20,1,1.0,1.5,1.5
Attempted Murder,3/10/2015,9:15,12.945602,77.588022,2015-10-03 09:15:00,9,0,1.0,1.0,1.0
Attempted Murder,17/11/2015,21:00,12.946595,77.59197,2015-11-17 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,8/3/2016,13:15,12.944814,77.587996,2016-03-08 13:15:00,13,0,1.0,1.0,1.0
Attempted Murder,20/03/2016,13:00,12.944814,77.587996,2016-03-20 13:00:00,13,0,1.0,1.0,1.0
Attempted Murder,26/04/2016,4:00,12.942707,77.585262,2016-04-26 04:00:00,4,1,1.0,1.5,1.5
Attempted Murder,14/06/2017,4:30,12.935847,77.593125,2017-06-14 04:30:00,4,1,1.0,1.5,1.5
Attempted Murder,6/7/2017,20:45,12.944265,77.593685,2017-07-06 20:45:00,20,1,1.0,1.5,1.5
Attempted Murder,19/12/2017,14:00,12.945058,77.591578,2017-12-19 14:00:00,14,0,1.0,1.0,1.0
Attempted Murder,25/10/2018,10:45,12.9446676,77.592128,2018-10-25 10:45:00,10,0,1.0,1.0,1.0
Attempted Murder,28/11/2018,17:00,12.941015,77.580237,2018-11-28 17:00:00,17,0,1.0,1.0,1.0
Attempted Murder,24/12/2018,20:00,12.9446676,77.592128,2018-12-24 20:00:00,20,1,1.0,1.5,1.5
Attempted Murder,6/1/2019,15:00,12.938585,77.58509,2019-01-06 15:00:00,15,0,1.0,1.0,1.0
Attempted Murder,18/02/2019,9:45,12.946428,77.591183,2019-02-18 09:45:00,9,0,1.0,1.0,1.0
Attempted Murder,27/02/2019,13:30,12.951431,77.590558,2019-02-27 13:30:00,13,0,1.0,1.0,1.0
Attempted Murder,8/4/2019,12:00,12.945058,77.591578,2019-04-08 12:00:00,12,0,1.0,1.0,1.0
Attempted Murder,7/8/2019,12:00,12.946042,77.593699,2019-08-07 12:00:00,12,0,1.0,1.0,1.0
Attempted Murder,9/12/2019,21:00,12.942008,77.593672,2019-12-09 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,10/12/2019,21:30,12.936049,77.592597,2019-12-10 21:30:00,21,1,1.0,1.5,1.5
Attempted Murder,22/12/2019,16:30,12.943814,77.59715,2019-12-22 16:30:00,16,0,1.0,1.0,1.0
Attempted Murder,20/03/2015,21:00,12.870927,77.536764,2015-03-20 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,5/4/2015,21:00,12.891626,77.496854,2015-04-05 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,14/05/2015,14:00,12.862772,77.531239,2015-05-14 14:00:00,14,0,1.0,1.0,1.0
Attempted Murder,17/09/2015,20:30,12.876155,77.53255,2015-09-17 20:30:00,20,1,1.0,1.5,1.5
Attempted Murder,15/10/2015,9:30,12.872936,77.528647,2015-10-15 09:30:00,9,0,1.0,1.0,1.0
Attempted Murder,30/03/2016,17:00,12.874927,77.542694,2016-03-30 17:00:00,17,0,1.0,1.0,1.0
Attempted Murder,29/06/2019,11:00,12.870315,77.5375,2019-06-29 11:00:00,11,0,1.0,1.0,1.0
Attempted Murder,8/8/2016,15:00,12.872491,77560741,2016-08-08 15:00:00,15,0,1.0,1.0,1.0
Attempted Murder,8/8/2016,15:30,12.872491,77560741,2016-08-08 15:30:00,15,0,1.0,1.0,1.0
Attempted Murder,28/09/2016,13:00,12.876095,77.546538,2016-09-28 13:00:00,13,0,1.0,1.0,1.0
Attempted Murder,25/11/2016,0:15,12.879245,77.512528,2016-11-25 00:15:00,0,1,1.0,1.5,1.5
Attempted Murder,28/11/2016,17:00,12.891048,77.542411,2016-11-28 17:00:00,17,0,1.0,1.0,1.0
Attempted Murder,3/12/2016,7:00,12.88374,77.501315,2016-12-03 07:00:00,7,0,1.0,1.0,1.0
Attempted Murder,1/2/2017,22:30,12.856318,77.559623,2017-02-01 22:30:00,22,1,1.0,1.5,1.5
Attempted Murder,27/02/2017,23:15,12.895099,77.542102,2017-02-27 23:15:00,23,1,1.0,1.5,1.5
Attempted Murder,11/4/2017,1:00,12.869881,77.525669,2017-04-11 01:00:00,1,1,1.0,1.5,1.5
Attempted Murder,17/05/2017,13:30,12.868478,77.521805,2017-05-17 13:30:00,13,0,1.0,1.0,1.0
Attempted Murder,10/6/2017,14:45,12.877804,77.533739,2017-06-10 14:45:00,14,0,1.0,1.0,1.0
Attempted Murder,16/08/2017,10:30,12.863084,77.526325,2017-08-16 10:30:00,10,0,1.0,1.0,1.0
Attempted Murder,19/11/2017,12:10,12.880893,77.543751,2017-11-19 12:10:00,12,0,1.0,1.0,1.0
Attempted Murder,26/11/2017,22:00,12.874507,77.529564,2017-11-26 22:00:00,22,1,1.0,1.5,1.5
Attempted Murder,11/2/2018,12:00,12.853218,77.553667,2018-02-11 12:00:00,12,0,1.0,1.0,1.0
Attempted Murder,1/4/2018,8:30,12.881532,77.511282,2018-04-01 08:30:00,8,0,1.0,1.0,1.0
Attempted Murder,18/06/2018,21:15,12.877385,77.534077,2018-06-18 21:15:00,21,1,1.0,1.5,1.5
Attempted Murder,11/9/2018,23:30,12.867237,77.535278,2018-09-11 23:30:00,23,1,1.0,1.5,1.5
Attempted Murder,26/10/2018,13:00,12.878813,77.482329,2018-10-26 13:00:00,13,0,1.0,1.0,1.0
Attempted Murder,22/11/2018,18:30,12.85092,77.557048,2018-11-22 18:30:00,18,0,1.0,1.0,1.0
Attempted Murder,7/4/2019,3:45,12.880754,77.549448,2019-04-07 03:45:00,3,1,1.0,1.5,1.5
Attempted Murder,4/9/2019,18:30,12.895797,77.536992,2019-09-04 18:30:00,18,0,1.0,1.0,1.0
Attempted Murder,5/9/2019,6:30,12.865399,77.520688,2019-09-05 06:30:00,6,0,1.0,1.0,1.0
Attempted Murder,17/09/2019,14:00,12.865652,77.516896,2019-09-17 14:00:00,14,0,1.0,1.0,1.0
Attempted Murder,31/05/2017,9:00,12.881457,77.573157,2017-05-31 09:00:00,9,0,1.0,1.0,1.0
Attempted Murder,2/7/2017,12:30,12.85708,77.577065,2017-07-02 12:30:00,12,0,1.0,1.0,1.0
Attempted Murder,12/10/2017,22:30,12.899251,77.576456,2017-10-12 22:30:00,22,1,1.0,1.5,1.5
Attempted Murder,2/12/2017,23:00,12.88967,77.571871,2017-12-02 23:00:00,23,1,1.0,1.5,1.5
Attempted Murder,3/12/2017,0:10,12.871945,77.57484,2017-12-03 00:10:00,0,1,1.0,1.5,1.5
Attempted Murder,5/2/2019,15:20,12.855507,77.587458,2019-02-05 15:20:00,15,0,1.0,1.0,1.0
Attempted Murder,30/03/2019,4:15,12.888075,77.570911,2019-03-30 04:15:00,4,1,1.0,1.5,1.5
Attempted Murder,11/4/2018,9:40,12.88245,77.575277,2018-04-11 09:40:00,9,0,1.0,1.0,1.0
Attempted Murder,26/05/2018,19:00,12.871945,77.57484,2018-05-26 19:00:00,19,1,1.0,1.5,1.5
Attempted Murder,2/7/2018,20:54,12.881966,77.566281,2018-07-02 20:54:00,20,1,1.0,1.5,1.5
Attempted Murder,31/07/2018,13:10,12.84856,77.58442,2018-07-31 13:10:00,13,0,1.0,1.0,1.0
Attempted Murder,25/08/2018,5:30,12.870638,77.583264,2018-08-25 05:30:00,5,1,1.0,1.5,1.5
Attempted Murder,26/04/2018,17:00,12.881012,77.57636,2018-04-26 17:00:00,17,0,1.0,1.0,1.0
Attempted Murder,5/2/2019,21:00,12.88967,77.571871,2019-02-05 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,30/03/2019,7:00,12.878993,77.557886,2019-03-30 07:00:00,7,0,1.0,1.0,1.0
Attempted Murder,31/03/2019,7:15,12.880183,77.567401,2019-03-31 07:15:00,7,0,1.0,1.0,1.0
Attempted Murder,3/4/2019,21:10,12.896392,77.570185,2019-04-03 21:10:00,21,1,1.0,1.5,1.5
Attempted Murder,4/4/2019,7:00,12.89639,77.570185,2019-04-04 07:00:00,7,0,1.0,1.0,1.0
Attempted Murder,30/05/2019,23:15,12.840624,77.580569,2019-05-30 23:15:00,23,1,1.0,1.5,1.5
Attempted Murder,20/11/2019,16:30,12.88818,77.570987,2019-11-20 16:30:00,16,0,1.0,1.0,1.0
Attempted Murder,25/11/2019,12:30,12.843536,77.5836,2019-11-25 12:30:00,12,0,1.0,1.0,1.0
Attempted Murder,10/2/2015,19:00,12.9124182556892,77.5641048370764,2015-02-10 19:00:00,19,1,1.0,1.5,1.5
Attempted Murder,6/3/2015,22:00,12.8999136414243,77.5724909471076,2015-03-06 22:00:00,22,1,1.0,1.5,1.5
Attempted Murder,7/7/2015,17:00,12.9026072787272,77.5614887435773,2015-07-07 17:00:00,17,0,1.0,1.0,1.0
Attempted Murder,29/07/2015,18:30,12.9021874622456,77.5726241709647,2015-07-29 18:30:00,18,0,1.0,1.0,1.0
Attempted Murder,29/07/2015,12:00,12.9021874622456,77.5726241709647,2015-07-29 12:00:00,12,0,1.0,1.0,1.0
Attempted Murder,3/12/2015,16:30,12.9085203452405,77.5725265251381,2015-12-03 16:30:00,16,0,1.0,1.0,1.0
Attempted Murder,13/12/2015,21:00,12.9141256400484,77.5633354568206,2015-12-13 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,19/12/2015,12:00,12.9021874622456,77.5726241709647,2015-12-19 12:00:00,12,0,1.0,1.0,1.0
Attempted Murder,7/1/2016,21:00,12.9071512442452,77.5706532660885,2016-01-07 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,9/1/2016,22:30,12.9105468600267,77.5607455338601,2016-01-09 22:30:00,22,1,1.0,1.5,1.5
Attempted Murder,27/01/2016,15:15,12.9156668834348,77.5615653226641,2016-01-27 15:15:00,15,0,1.0,1.0,1.0
Attempted Murder,3/5/2016,22:00,12.9036664359072,77.567460870869,2016-05-03 22:00:00,22,1,1.0,1.5,1.5
Attempted Murder,4/6/2016,11:00,12.892719430893,77.5668159621641,2016-06-04 11:00:00,11,0,1.0,1.0,1.0
Attempted Murder,7/7/2016,15:30,12.9144905944493,77.5721064816148,2016-07-07 15:30:00,15,0,1.0,1.0,1.0
Attempted Murder,31/07/2016,20:40,12.9144905944493,77.5721064816148,2016-07-31 20:40:00,20,1,1.0,1.5,1.5
Attempted Murder,7/8/2016,0:30,12.9073405371661,77.5726119249203,2016-08-07 00:30:00,0,1,1.0,1.5,1.5
Attempted Murder,16/08/2016,23:01,12.9043309015663,77.5684681501214,2016-08-16 23:01:00,23,1,1.0,1.5,1.5
Attempted Murder,5/9/2016,17:00,12.9008927627643,77.5698813716385,2016-09-05 17:00:00,17,0,1.0,1.0,1.0
Attempted Murder,3/9/2016,15:30,12.9162974053303,77.5707956209262,2016-09-03 15:30:00,15,0,1.0,1.0,1.0
Attempted Murder,19/10/2016,18:15,12.895284445528,77.5662128659953,2016-10-19 18:15:00,18,0,1.0,1.0,1.0
Attempted Murder,22/10/2016,9:30,12.8985485830136,77.5696633326515,2016-10-22 09:30:00,9,0,1.0,1.0,1.0
Attempted Murder,1/11/2016,11:55,12.8981950397319,77.5693753268396,2016-11-01 11:55:00,11,0,1.0,1.0,1.0
Attempted Murder,21/12/2016,0:20,12.8988074924041,77.5722900133757,2016-12-21 00:20:00,0,1,1.0,1.5,1.5
Attempted Murder,4/2/2017,21:00,12.9124941271334,77.5724056559576,2017-02-04 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,24/03/2017,21:00,12.9036664359072,77.567460870869,2017-03-24 21:00:00,21,1,1.0,1.5,1.5
Attempted Murder,9/6/2017,23:00,12.8964515698276,77.5602433120194,2017-06-09 23:00:00,23,1,1.0,1.5,1.5
Attempted Murder,23/08/2017,21:00,12.9026072787272,77.5614887435773,2017-08-23 21:00:00,21,1,1.0,1.5,1.5
